id,categories
ae1f1804-5cbd-45b8-b612-c90f2b2f59ee,[1.0]
1abec2b7-88c7-4fb1-a0f8-3ce68d0d6ec5,"[1.0, 8.0]"
5e89bdab-09ea-4b2c-8505-a3ec1c7ec782,"[1.0, 160.0]"
024cba58-2d78-4026-bd01-0b04069c65a5,"[1.0, 9.0, 174.0, 203.0, 205.0, 211.0, 242.0]"
0f8a9ac8-79ee-4b98-9662-149dfaa977d0,"[1.0, 3.0]"
7a6d1aa3-96d9-442e-8bb8-354b3975b9d2,"[1.0, 10.0, 51.0]"
de25c1b4-d6c2-4dda-a89a-f06eb096817f,"[1.0, 160.0]"
0fa6d0b4-78e2-42b2-b832-52d6edf77d6a,[1.0]
149210bd-2127-4de3-a2ad-698df8c9179f,"[1.0, 160.0]"
ca0269ae-070e-4be4-8022-034a25b69395,"[1.0, 119.0]"
c53d6ca9-9427-44c2-94b3-1049142d9113,"[1.0, 88.0, 119.0, 160.0, 211.0]"
b47f3d66-2e98-4a53-9ebd-a9e1c8a4c2b3,"[1.0, 88.0, 119.0, 160.0]"
63aba599-b29a-4be5-9a0e-7f189be1f1c5,"[1.0, 100.0, 119.0]"
0cacb924-f5ec-4818-8ffd-0d030253349f,"[1.0, 52.0, 119.0, 160.0, 211.0, 224.0]"
235e49f9-c0b1-4726-8bd6-9182ddb4b85f,"[1.0, 88.0, 119.0, 160.0]"
8802307d-02db-41be-a96b-95b9e1db46a8,"[3.0, 119.0, 160.0]"
59d1f516-e39f-4fe3-9eae-78335826980e,"[3.0, 61.0, 119.0]"
7225843e-0aba-431a-9147-9a2f0683fd4f,"[3.0, 224.0]"
7a59ae23-c3ff-4c66-a2f8-184de912b669,"[3.0, 160.0]"
b0dbe789-d872-41ef-8714-b89ee5c6a607,"[3.0, 52.0, 219.0]"
1a11b43d-53e2-4e29-8185-498a466a5b10,"[3.0, 51.0, 88.0]"
2a817e7a-6347-4780-94d4-dbefa0302cba,[3.0]
4b5a01f7-57dd-4c8a-8bd4-f9f1f61dff23,[3.0]
4885423d-f149-4e2e-817f-11457a156f02,"[3.0, 228.0]"
adc34776-e832-4faf-8969-8571fdb1cbcb,"[3.0, 94.0, 121.0]"
97d29ed7-42a7-4d9e-a6cf-5fd81a91cb86,"[1.0, 3.0, 125.0, 146.0, 202.0, 205.0, 211.0]"
5277c658-ca09-4b13-a68a-c143d75a6efa,"[1.0, 3.0, 81.0, 125.0, 146.0, 202.0, 211.0]"
21fa38aa-9b22-4d6d-b3ea-1a527dc37b35,"[3.0, 160.0]"
2a731088-7f0b-4cc6-ba19-ccfc6b7a4724,"[3.0, 224.0, 255.0]"
c8056249-953a-4af5-9209-fcf94ca0751b,"[3.0, 52.0, 88.0, 174.0, 203.0]"
2905dec2-3fca-4d4f-b317-49ba7e4ec884,[3.0]
fe0ed8c7-558b-43ae-a3d2-57d8ec9a7d0e,[3.0]
e44ff955-e089-4e3b-99e3-73410a1a8b79,"[3.0, 52.0, 125.0, 160.0]"
b41516b8-e2aa-4c85-9608-bd13a020d8e7,"[3.0, 52.0, 119.0, 160.0, 174.0]"
4c1e69c4-3165-46fd-9d01-e27e316550f5,"[3.0, 88.0, 119.0, 160.0, 211.0]"
9c849e3d-9d39-4190-8617-705eff91f3f2,"[3.0, 119.0, 160.0, 224.0]"
d732eb4f-e448-4046-b0b9-a64f334fe833,[3.0]
53b0e247-00d0-4f5d-9928-357cff757237,"[1.0, 52.0, 211.0]"
dba29b41-55eb-4ce4-b5a7-5f82c0c1ed6a,"[1.0, 52.0, 88.0, 146.0]"
7fa334d6-b271-49e1-b2d3-bc9365888fff,"[1.0, 61.0, 107.0]"
75e8e2a8-cee9-498d-883b-ef002f56bdad,"[1.0, 8.0, 243.0]"
4b5fd739-1e3a-4a26-8da7-d35d93dd97de,"[1.0, 195.0]"
06e3b5e7-f6b9-4c9e-b291-999f5818b248,"[1.0, 52.0, 88.0, 142.0, 160.0, 174.0, 202.0, 203.0, 205.0]"
786167fa-07e1-478e-8e0f-bc96d592d0d9,"[1.0, 9.0, 100.0]"
f65975a5-4308-416d-8ea6-5bed15668cb9,"[1.0, 51.0, 52.0, 119.0]"
b60b9d4a-3bb5-448c-a5fe-e3e76577cff0,"[1.0, 51.0, 160.0]"
70cf9c95-4872-4f80-8c23-1268b4650738,"[1.0, 52.0, 75.0]"
94c7491b-09f1-441d-b9f5-563f1c3f5e6c,"[1.0, 52.0, 160.0]"
cf717457-6952-41a8-8ea6-a39247499fcd,"[1.0, 160.0]"
c1bdf951-bdb8-4a68-a828-9cc38525be54,"[1.0, 93.0]"
cf8d17fc-ae1b-4f8b-a382-3d26ead00843,"[1.0, 108.0, 142.0, 160.0]"
14bb6a06-cda0-4140-bd28-a958d80dbe54,"[1.0, 160.0]"
bfcfda59-6aae-476f-b294-bba4cb4138d1,"[1.0, 86.0, 160.0]"
9ad541e2-2623-41b0-8a88-0808c760d0d1,"[1.0, 9.0, 43.0, 88.0, 100.0, 125.0, 133.0]"
bc7397ec-faec-409f-8a80-5a949c440cd1,"[1.0, 52.0]"
08132828-b354-4b9c-9924-97ad049c9554,"[1.0, 100.0, 160.0]"
36f84a3a-0f4b-4339-afe5-1500371e242d,"[1.0, 120.0, 146.0]"
5c0e060a-70c5-4383-b0cd-3c5d764fd981,"[7.0, 9.0]"
43c1fc43-b056-4203-b3c9-65d5f4149eaf,"[7.0, 10.0, 70.0]"
6494070c-0fe9-457b-a294-f83c489e2aa1,"[7.0, 146.0]"
b15e05e5-bee6-498a-a121-abae20784e81,"[7.0, 146.0, 160.0]"
6ceacd81-6b10-44d8-968d-4f0524a2b265,"[7.0, 119.0, 120.0]"
188c49b3-420f-4b35-89fd-22ebf4af8067,"[7.0, 9.0, 37.0, 69.0, 119.0]"
53863db6-637d-4fae-926a-41f4de6eeb7d,"[7.0, 61.0]"
85906e19-06a3-49df-85db-a79ed42039c1,[7.0]
5f1bad6b-60bd-4b25-a6e5-47dd3ede7a97,"[8.0, 52.0]"
6832f1e1-4f1b-486d-8276-d0e287c9557e,"[8.0, 82.0, 201.0, 219.0, 242.0]"
73f5f9ac-bb5d-4dc6-a4ec-4bbe67571315,"[8.0, 256.0]"
1014ae4d-cd9c-419e-bf30-1bd69a44e1aa,"[8.0, 9.0]"
58c309c2-4821-4ccd-8ba8-b329bacf93e3,"[8.0, 256.0]"
2fde5bc4-3417-4dcb-9cdb-bccf90bdc6ed,"[8.0, 9.0, 16.0]"
2ccd6b73-a3e9-438d-a84c-d90ef8754906,"[8.0, 219.0]"
a6da2bc1-b8b9-4c2f-b77b-9cfb8aaf15de,"[8.0, 160.0, 224.0]"
56b56277-737a-4032-a5f8-fc7994601ff5,"[8.0, 9.0]"
5cb86ab1-4c6f-452e-8b33-b8618253af65,"[8.0, 82.0, 242.0]"
e4ca04f0-9f88-4935-bb33-707462248d4a,"[8.0, 82.0, 160.0, 219.0, 242.0]"
56fd5708-5af3-4391-bb0e-27a87be99e62,[8.0]
1eca4a0c-115c-4cad-a229-395cfcd8b91a,[8.0]
fe02fe8e-652e-4aec-bc27-a04d94bb8b65,"[8.0, 82.0]"
acd854b2-a302-48b7-8b4a-565716e01c39,"[8.0, 256.0]"
11a342ab-8825-4b3a-beae-da357adb66e1,[8.0]
474913ba-e365-4484-8fc7-6ba94a34f522,[8.0]
dc6ddec8-add5-4bed-9484-5b7216611a37,[8.0]
9d1f707b-b690-451e-a24a-f418e98d2ba1,"[9.0, 51.0, 119.0, 160.0]"
c7104e7a-4f77-41a6-8f2c-3bdbfbf6c61a,"[9.0, 51.0, 119.0]"
1d0c9a22-42a7-4bbc-8369-57b3e927edeb,"[9.0, 88.0]"
5bd204c0-04bf-4759-a17a-8734f04a9523,"[9.0, 88.0]"
cec7d3dc-6d38-4b95-ae02-122b0aa78b28,[9.0]
ea87ef55-0206-48e7-8a6a-0c0334c45c1b,[9.0]
0b20309a-646e-47fc-b507-83dffce18237,"[9.0, 51.0, 88.0, 119.0, 160.0]"
5a55a920-e035-48a4-9e52-2ec2d5fda070,"[9.0, 219.0]"
8099f318-5aa3-4f5c-9d40-879812c22bf1,[9.0]
53d56245-01d9-43ae-9293-b5f3e4395cf3,[9.0]
0234d2e9-5619-4ca9-987f-8ee488dc290f,[9.0]
7a73f930-b221-4850-a919-a13c6a31640f,[9.0]
7db2bd4f-601f-470e-897f-e1f374b940f1,[9.0]
af2266ae-5dda-400f-94ea-82b3d29360d7,[9.0]
ac69f6b5-1716-421e-8553-845c10f44bfd,[9.0]
f64acf5b-9653-463b-8e12-89477e33b1c5,[9.0]
d5a96e07-2fba-4551-91dc-99310bbceab2,[9.0]
3d62d4f2-cbe9-4fe1-b21a-7183880cdc03,"[9.0, 37.0]"
1366fca4-9f0c-4f27-9ee1-42bd2be30fef,"[9.0, 37.0, 242.0]"
525cc945-14ce-4fd2-8eb3-03d29f215901,[9.0]
14424a0d-e1c2-4895-9026-88ce3b0a948c,"[9.0, 52.0, 88.0, 146.0]"
ea4b098a-de50-4ac7-8644-da3210a5c876,"[9.0, 61.0, 119.0, 160.0]"
e50733f6-4c01-4e59-8f56-48184b6e2990,"[9.0, 51.0, 160.0]"
4716dcdb-331e-45f1-a7aa-196517d27fb0,[9.0]
b5790e14-0bb0-4ddb-8a49-196083fe4b90,"[9.0, 51.0, 119.0, 146.0, 160.0]"
23f5ba6f-3543-4ceb-b2fd-235199ca388e,[9.0]
a1298fb7-3e8b-44c9-8b4c-c95c67cc2d2d,"[9.0, 119.0, 125.0, 160.0]"
837e9ea8-7a37-4646-a2fe-114a2205bbed,"[9.0, 51.0, 119.0, 160.0]"
53fa64a4-d233-4e7f-abf4-083f72a39cde,"[9.0, 51.0, 160.0]"
83a7f743-4822-4b39-80c7-40ea68fccdf7,"[9.0, 43.0, 51.0, 131.0, 160.0]"
2ccb27c5-6ae9-4dd4-b112-6407fe0d662c,"[9.0, 160.0]"
5841e3db-7dbe-4494-8bcd-1b93aeba5315,"[9.0, 51.0, 160.0]"
7b2f7e60-625b-4f1a-bad2-400cd257fd39,[9.0]
e79eb997-6baf-488a-827d-9f78c2228450,"[9.0, 100.0, 119.0]"
291ba156-1b1e-4f65-a0ae-33f8232b21c1,"[9.0, 51.0, 119.0]"
4e6e58e8-4039-4600-944a-28226630b94a,"[9.0, 51.0, 88.0, 119.0]"
96aeac18-7c18-464a-8c10-9c81c2b91ec4,"[9.0, 37.0, 51.0, 69.0, 88.0, 119.0]"
be228dec-7a7a-49a0-a50d-48d4e5ac924f,"[9.0, 11.0, 51.0]"
33d546dc-b3df-48e9-8026-9b0e8d42f64f,"[9.0, 37.0, 215.0]"
d7a300ed-d998-4bb1-9abd-83734ecc18ae,"[9.0, 215.0]"
e7c74e8d-7cd7-4652-9c10-8eeac3a9249a,"[9.0, 142.0, 160.0]"
dd60bbbc-f13d-4373-8deb-0f18fe08a2e4,[9.0]
2b70a2df-70ba-4345-a180-c5c4d1a7c7fb,[9.0]
cd7210f4-92a5-4c28-a59a-f2f515bb7965,[9.0]
17a36a0c-b9b2-41ec-8cb0-30dc874c9f1d,"[9.0, 160.0]"
830c93b0-efbb-4d14-a330-27f9818bc208,[9.0]
eddd7212-3db4-433d-8dbe-add6ae2df7cc,"[9.0, 51.0, 119.0, 160.0]"
cc1714c2-3ac5-42ee-90b1-d0843748dc70,[9.0]
69a0d31f-ffa5-43d3-8445-828635a13dfd,[9.0]
220cdcce-cfee-4193-9c96-8799f088a789,"[9.0, 256.0]"
cf96f768-fa64-41f4-96b7-d286dc6098ca,"[9.0, 256.0]"
6c8485eb-9de2-48ea-9677-b6816c93f8b7,"[9.0, 255.0]"
2cb2f69a-7e81-4d81-b10c-e7aca3085764,"[9.0, 256.0]"
73823dad-3a8b-48f4-8e49-5f4718abe8e2,"[9.0, 52.0, 224.0]"
267c117a-cf15-4204-b938-7b29ec9c65bc,[9.0]
c8745d3a-106b-4697-a2d8-6cb3ea409bac,[9.0]
d3c1a32b-4a34-4bc4-a652-6bf138815c77,"[9.0, 119.0, 211.0]"
c2fb98d0-bf1a-42d3-9467-7a1574f150c9,"[9.0, 108.0, 215.0]"
baad4d13-dc6e-4cb4-9a32-c14896daee0f,"[9.0, 116.0]"
8200f4f4-08e3-449a-b88b-ba1a25ee0cf5,"[9.0, 119.0]"
5bf8c5b9-8e91-4f51-946a-b2e39770f4c1,"[9.0, 52.0, 88.0, 119.0, 125.0, 160.0]"
5ef337bc-33d6-4271-b402-7bb4670408a2,"[9.0, 54.0, 88.0, 119.0, 160.0]"
c0045772-ed4b-4c47-8122-e4b662d7ed89,"[9.0, 119.0, 160.0]"
db94c8bb-20e0-46a7-bbf1-7053771f7d46,"[9.0, 119.0, 120.0]"
01a0ad4e-b59a-4308-bf92-8a6514da9a7b,"[9.0, 119.0, 125.0, 160.0]"
b5a0e368-829b-4688-88ee-a1ce2fbc3504,"[9.0, 160.0, 211.0]"
680dd39d-54ef-4972-98fa-7fda8383c3a5,"[9.0, 52.0, 119.0]"
5885c0db-fb02-43f2-ad11-84c3fb8ff980,"[9.0, 51.0, 88.0, 119.0, 160.0]"
0b94601a-20b5-4309-ac59-58a97c20f6e3,"[9.0, 51.0, 54.0, 88.0, 119.0, 125.0, 160.0]"
f81cc3b9-10fb-44b3-a1a9-92bd69a7a9cc,"[9.0, 88.0]"
c4786739-471d-44df-9187-200005b5d2cd,"[9.0, 10.0, 43.0, 51.0, 88.0, 119.0, 120.0, 125.0, 133.0, 160.0]"
ccdf2a23-c6e1-4854-8ac6-0340926e131b,"[9.0, 119.0, 120.0, 125.0, 160.0]"
f3a9d831-501a-45c5-b2b0-e8541cdc53d0,"[9.0, 10.0, 51.0, 54.0, 88.0, 119.0, 120.0, 125.0, 160.0]"
14738030-c653-42b2-9016-b59c2bba9742,"[9.0, 81.0, 160.0, 203.0]"
fa1b47c4-168a-495e-a24e-c7f48370ee6d,[9.0]
850f907c-fff6-4361-b149-3d98a768ef12,"[9.0, 219.0]"
def64c40-113b-4718-96ce-af9101361cf3,[9.0]
124e5b29-f208-4fb4-ad9d-317c935ddb24,[9.0]
81b97128-0853-4640-8bd3-56724b26f5f0,"[9.0, 282.0]"
630de322-1288-45b8-ba80-c3ab083cb7ae,"[9.0, 256.0]"
2fb80188-0368-4463-86c4-2f4ef00b202d,"[9.0, 256.0]"
b88e13ce-abf5-42a7-aaad-d74c052d8371,"[9.0, 256.0]"
85ef92b1-702e-4cf1-aa9e-5fb6b311ddbb,"[9.0, 219.0, 256.0]"
a48846a6-0ddf-46d2-8195-c53f086517ea,"[9.0, 116.0]"
a74c0607-6759-4fa3-a460-9fac67021944,[9.0]
27ce698a-d527-4c42-a041-a8f2a85b2cee,"[9.0, 16.0, 205.0, 211.0]"
bffaec15-2b88-41f4-bc18-eea6190f24a8,"[9.0, 52.0, 88.0, 146.0, 160.0, 211.0]"
60cce3da-2d94-4dc8-b4e0-11ca74d694ac,"[9.0, 81.0, 100.0, 166.0, 203.0]"
c8ce1f48-e3be-4437-b978-b3d7f6c47b7c,"[9.0, 16.0, 88.0, 174.0]"
30ee6bcf-e97d-4640-a914-3a55b5a5044a,"[9.0, 51.0, 88.0]"
d7cb8ec2-88da-4ed1-b634-ec2006c217e8,"[9.0, 160.0]"
0814988c-b8d9-4fd3-a4ab-0019bcb41b44,"[9.0, 52.0, 81.0, 160.0, 174.0, 205.0]"
65a01532-6f3c-47f0-8b94-92cb8af4df43,"[9.0, 88.0]"
839f7972-7a28-47e4-8284-25b88ec75b42,"[9.0, 52.0, 88.0, 160.0, 174.0, 203.0]"
1cbce3ce-a122-4145-8291-f7b9ab3a13c0,"[9.0, 52.0, 88.0, 125.0, 203.0, 205.0]"
1517d8c4-b6dc-49df-90de-5454412de465,[9.0]
656c072c-d3b9-4d5a-95a1-8970f8707c45,[9.0]
2b473924-c843-4704-af1e-b2fff7438880,"[9.0, 16.0, 255.0]"
dfb3ea61-899a-4b42-a921-14df1804fdc4,[9.0]
f5ff6c95-a0b6-4037-b7d4-6c12963145ac,[9.0]
27991963-29a0-46a1-b9a6-ca7a845bd37d,"[9.0, 16.0]"
799aab81-d589-4fca-a358-b065f663d47d,"[9.0, 220.0, 256.0]"
ced5f693-fb61-443c-a3a4-ecc349e19cbf,[9.0]
d10fbb80-e37f-45a3-b9aa-ff6fd3facc7b,"[9.0, 173.0, 205.0]"
e4db1905-a571-4335-8689-d4c97b7c575e,"[9.0, 88.0, 138.0, 205.0]"
e3dd46be-edf8-4a0e-8f1c-8d35e0e91c0d,"[9.0, 88.0]"
d932ffaa-6970-4f03-900a-269548d1bee7,"[9.0, 88.0]"
bef15dbd-6b3e-4886-88a0-a151b1705fef,"[9.0, 52.0, 82.0, 146.0, 173.0, 174.0, 203.0, 205.0, 211.0]"
152edc6b-99ac-40f6-a83e-c45cfd4186f8,[9.0]
4475c422-8b44-4d05-973c-cef7ece38709,[9.0]
09daa0bc-f919-44dc-923e-d3f6ff0fd276,"[9.0, 16.0, 88.0, 119.0, 160.0]"
bad39939-7844-4939-81e9-4a00f627a3b9,"[9.0, 51.0, 88.0, 119.0, 160.0]"
3ade5857-3029-4f4e-8e6a-8c5ee583f338,[9.0]
2f3e123f-b96d-446d-a04e-ee2c0ffe58c0,"[9.0, 52.0, 88.0]"
d61d989d-0220-4a8f-9f12-7057eb11e8db,"[10.0, 214.0]"
c2d7e14f-2511-4043-8703-8a86c46c86ec,"[10.0, 105.0]"
5b23f498-a756-411c-bb58-b113aafa9680,"[10.0, 110.0]"
7a823bd6-011e-40a4-a176-e3de01515a7a,"[10.0, 125.0]"
f8c69105-ded0-48c6-b144-39e9330756ef,[10.0]
a1fef116-377d-4007-a256-9e632b704a32,"[10.0, 61.0, 120.0, 160.0]"
da454b58-f4c6-43e4-ba33-65f6d673eaac,"[10.0, 125.0]"
c3429cc1-31f0-4230-9304-504ec2c011c6,"[10.0, 125.0, 160.0]"
c26606c8-dc2c-4a07-8bb6-d964c80427a6,"[10.0, 51.0]"
f5a2b3f0-648a-4abd-a18b-0cb9afa8cbab,"[10.0, 51.0]"
18960034-c798-4b9a-8013-725d8497767a,[10.0]
57547ff4-d744-40b6-9c79-e36190756286,[10.0]
2a5358e1-3700-4628-a187-15dc1951ca92,[10.0]
ba2cea50-7b85-4850-bda7-da8f5192de7a,[10.0]
eb68911d-e4a2-4fb2-beb7-68b651d74bab,[10.0]
608114f8-7a41-4d2d-82ad-b7ec97d2544e,[10.0]
3bf403b9-a7d9-413f-9baa-c768b881b589,[10.0]
00e6cda4-6a64-4df5-a0da-a60ef5a5975e,[10.0]
7fd381d4-eb95-45ea-9825-2d1f0c2b649a,"[10.0, 160.0]"
8ae0a200-c75a-4152-9643-c7342b75fbe5,"[10.0, 120.0]"
698174cb-3a78-4e59-b34f-216c5d1ddeb9,"[10.0, 119.0]"
aa52095b-8f5e-45db-81b1-fb6c43c61c97,[10.0]
